ТИК,УИК,"Число избирателей, включенных в список избирателей","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",Число погашенных избирательных бюллетеней,Число избирательных бюллетеней в переносных ящиках для голосования,Число бюллетеней в стационарных ящиках для голосования,Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Даванков Владислав Андреевич,Даванков Владислав Андреевич (%),Путин Владимир Владимирович,Путин Владимир Владимирович (%),Слуцкий Леонид Эдуардович,Слуцкий Леонид Эдуардович (%),Харитонов Николай Михайлович,Харитонов Николай Михайлович (%)
Богородская городская,УИК №1836,1213,1200,0,642,153,405,153,642,22,773,0,0,38,4.78,692,87.04,16,02.01,27,3.4
Богородская городская,УИК №1837,1246,1200,0,761,137,302,137,761,4,894,0,0,63,07.02,764,85.08,22,2.45,45,05.01
Богородская городская,УИК №1838,1282,1300,0,824,52,424,52,824,0,876,0,0,1,0.11,850,97.03,1,0.11,24,2.74
Богородская городская,УИК №1839,1121,1100,0,738,96,266,96,738,13,821,0,0,52,6.24,708,84.89,23,2.76,38,4.56
Богородская городская,УИК №1840,793,800,0,503,93,204,93,503,13,583,0,0,31,5.2,520,87.25,11,1.85,21,3.52
Богородская городская,УИК №1841,990,1000,0,606,131,263,131,606,18,719,0,0,17,2.31,663,89.96,13,1.76,26,3.53
Богородская городская,УИК №1842,1124,1200,0,837,6,357,6,837,19,824,0,0,36,4.27,741,87.9,22,2.61,25,2.97
Богородская городская,УИК №1844,1309,1300,0,835,43,422,43,835,0,878,0,0,1,0.11,871,99.2,1,0.11,5,0.57
Богородская городская,УИК №1845,1392,1400,0,860,56,484,56,860,0,916,0,0,1,0.11,784,85.59,1,0.11,130,14.19
Богородская городская,УИК №1847,900,1100,0,600,80,420,80,600,21,659,0,0,33,4.85,561,82.5,26,3.82,39,5.74
Богородская городская,УИК №1848,1224,1300,0,763,52,485,52,763,0,815,0,0,1,0.12,698,85.64,1,0.12,115,14.11
Богородская городская,УИК №1849,1115,1100,0,723,44,333,44,723,0,767,0,0,1,0.13,655,85.4,1,0.13,110,14.34
Богородская городская,УИК №1850,808,800,0,520,60,220,60,520,7,573,0,0,42,7.24,489,84.31,12,02.07,30,5.17
Богородская городская,УИК №1851,983,900,0,666,6,228,6,666,0,672,0,0,1,0.15,563,83.78,1,0.15,107,15.92
Богородская городская,УИК №1853,1057,1100,0,665,124,311,124,665,4,785,0,0,55,6.97,676,85.68,14,1.77,40,05.07
Богородская городская,УИК №1854,1029,1000,0,724,99,177,99,724,17,806,0,0,37,4.5,740,89.91,15,1.82,14,1.7
Богородская городская,УИК №1855,1467,1400,0,942,56,402,56,942,0,998,0,0,2,0.2,870,87.17,1,0.1,125,12.53
Богородская городская,УИК №1856,1414,1400,0,1041,36,323,36,1041,22,1055,0,0,39,3.62,941,87.37,33,03.06,42,3.9
Богородская городская,УИК №1857,1330,1500,0,910,13,577,13,910,21,902,0,0,67,7.26,771,83.53,23,2.49,41,4.44
Богородская городская,УИК №1858,1516,1700,0,990,144,566,144,990,27,1107,0,0,98,8.64,934,82.36,23,02.03,52,4.59
Богородская городская,УИК №1859,1514,1900,0,1217,8,675,8,1217,28,1197,0,0,70,5.71,1046,85.39,41,3.35,40,3.27
Богородская городская,УИК №1860,917,900,0,678,7,215,7,678,16,669,0,0,68,9.93,551,80.44,36,5.26,14,02.04
Богородская городская,УИК №1861,1328,1400,0,934,8,458,8,934,23,919,0,0,101,10.72,755,80.15,40,4.25,23,2.44
Богородская городская,УИК №1862,1404,1400,0,873,56,471,56,873,0,929,0,0,1,0.11,796,85.68,1,0.11,131,14.1
Богородская городская,УИК №1863,1151,1200,0,711,48,441,48,711,0,759,0,0,1,0.13,640,84.32,1,0.13,117,15.42
Богородская городская,УИК №1864,1275,1200,0,826,48,326,48,826,0,874,0,0,1,0.11,752,86.04,1,0.11,120,13.73
Богородская городская,УИК №1865,1047,1100,0,646,129,325,129,646,12,763,0,0,34,4.39,679,87.61,21,2.71,29,3.74
Богородская городская,УИК №1866,1435,1400,0,768,338,294,338,766,40,1064,0,0,32,2.9,982,88.95,23,02.08,27,2.45
Богородская городская,УИК №1867,1535,1600,0,1127,25,448,25,1127,16,1136,0,0,38,3.3,1061,92.1,17,1.48,20,1.74
Богородская городская,УИК №1868,1480,1600,0,976,125,499,125,976,9,1092,0,0,67,06.09,940,85.38,46,4.18,39,3.54
Богородская городская,УИК №1869,1290,1300,0,789,52,459,52,789,0,841,0,0,1,0.12,719,85.49,1,0.12,120,14.27
Богородская городская,УИК №1870,992,1000,0,665,116,219,116,665,24,757,0,0,20,2.56,697,89.24,14,1.79,26,3.33
Богородская городская,УИК №1871,1532,1600,0,947,64,589,64,947,0,1011,0,0,1,0.1,868,85.86,1,0.1,141,13.95
Богородская городская,УИК №1872,1357,1400,0,887,134,379,134,887,13,1008,0,0,55,5.39,869,85.11,32,3.13,52,05.09
Богородская городская,УИК №1873,1237,1300,0,797,52,451,52,797,0,849,0,0,1,0.12,725,85.39,1,0.12,122,14.37
Богородская городская,УИК №1874,1243,1300,0,891,29,380,29,891,23,897,0,0,36,3.91,793,86.2,25,2.72,43,4.67
Богородская городская,УИК №1875,922,900,0,654,69,177,69,653,21,701,0,0,32,4.43,619,85.73,11,1.52,39,5.4
Богородская городская,УИК №1876,1257,1300,0,819,137,344,137,819,5,951,0,0,67,07.01,812,84.94,24,2.51,48,05.02
Богородская городская,УИК №1878,897,1000,0,610,118,272,118,610,15,713,0,0,22,03.02,651,89.42,15,02.06,25,3.43
Богородская городская,УИК №1879,757,800,0,500,64,236,64,500,6,558,0,0,15,2.66,522,92.55,4,0.71,17,03.01
Богородская городская,УИК №1880,1271,1300,0,779,52,469,52,779,0,831,0,0,1,0.12,710,85.44,1,0.12,119,14.32
Богородская городская,УИК №1881,1158,1200,0,790,88,322,88,790,8,870,0,0,54,6.15,765,87.13,11,1.25,40,4.56
Богородская городская,УИК №1882,396,400,0,396,0,4,0,396,3,393,0,0,12,03.03,338,85.35,10,2.53,33,8.33
Богородская городская,УИК №1883,194,200,0,194,0,6,0,194,3,191,0,0,12,6.19,167,86.08,11,5.67,1,0.52
Богородская городская,УИК №1884,1084,1000,0,798,120,82,120,798,23,895,0,0,120,13.07,616,67.1,53,5.77,106,11.55
Богородская городская,УИК №1885,964,900,0,623,105,172,105,623,15,713,0,0,50,6.87,632,86.81,15,02.06,16,2.2
Богородская городская,УИК №1886,750,700,0,490,90,120,90,490,11,569,0,0,43,7.41,470,81.03,16,2.76,40,6.9
Богородская городская,УИК №1888,1164,1100,0,714,128,258,128,714,4,838,0,0,59,07.01,716,85.04,21,2.49,42,4.99
Богородская городская,УИК №1889,1110,1100,0,684,149,267,149,684,4,829,0,0,58,6.96,711,85.35,20,2.4,40,4.8
Богородская городская,УИК №1890,1071,1100,0,656,44,400,44,656,0,700,0,0,1,0.14,596,85.14,1,0.14,102,14.57
Богородская городская,УИК №1891,1207,1200,0,852,43,305,43,852,19,876,0,0,65,7.26,751,83.91,19,2.12,41,4.58
Богородская городская,УИК №1892,1018,1000,0,667,87,246,87,667,4,750,0,0,52,6.9,644,85.41,18,2.39,36,4.77
Богородская городская,УИК №1893,1167,1100,0,780,128,192,128,780,40,868,0,0,52,5.73,768,84.58,13,1.43,35,3.85
Богородская городская,УИК №1894,810,800,0,519,93,188,93,519,10,602,0,0,22,3.59,542,88.56,12,1.96,26,4.25
Богородская городская,УИК №1895,1038,1100,0,497,70,533,70,497,21,546,0,0,44,7.76,464,81.83,9,1.59,29,5.11
Богородская городская,УИК №1896,1086,1000,0,618,101,281,101,618,14,705,0,0,39,5.42,603,83.87,33,4.59,30,4.17
Богородская городская,УИК №1897,644,700,0,419,63,218,63,419,24,458,0,0,18,3.73,388,80.5,21,4.36,31,6.43
Богородская городская,УИК №1898,949,1000,0,615,104,281,104,615,14,705,0,0,26,3.62,639,88.87,7,0.97,33,4.59
Богородская городская,УИК №1899,1328,1300,0,849,147,304,147,849,17,979,0,0,68,6.83,857,86.04,22,2.21,32,3.21
Богородская городская,УИК №1900,705,700,0,465,97,138,97,465,14,548,0,0,24,4.27,487,86.65,12,2.14,25,4.45
Богородская городская,УИК №1901,1249,1200,0,974,134,92,134,974,5,1103,0,0,65,5.87,933,84.21,55,4.96,50,4.51
Богородская городская,УИК №1902,1095,1000,0,734,95,171,95,734,4,825,0,0,44,5.31,735,88.66,19,2.29,27,3.26
Богородская городская,УИК №1903,1192,1200,0,797,85,318,85,797,9,873,0,0,35,3.97,784,88.89,17,1.93,37,4.2
Богородская городская,УИК №1904,1053,1000,0,657,118,225,118,657,16,759,0,0,35,4.52,692,89.29,17,2.19,15,1.94
Богородская городская,УИК №1905,1563,1500,0,989,198,313,198,989,6,1181,0,0,65,5.48,1051,88.54,21,1.77,44,3.71
Богородская городская,УИК №1906,808,800,0,524,89,187,89,524,6,607,0,0,35,5.71,549,89.56,5,0.82,18,2.94
Богородская городская,УИК №1907,936,900,0,604,36,260,36,604,0,640,0,0,1,0.16,633,98.91,1,0.16,5,0.78
Богородская городская,УИК №1908,1063,1000,0,711,79,210,79,711,17,773,0,0,56,07.09,670,84.81,19,2.41,28,3.54
Богородская городская,УИК №1909,842,800,0,545,32,223,32,545,0,577,0,0,1,0.17,486,84.23,1,0.17,89,15.42
Богородская городская,УИК №1910,1372,1300,0,874,52,374,52,874,0,926,0,0,1,0.11,891,96.22,1,0.11,33,3.56
Богородская городская,УИК №1911,1171,1200,0,811,52,337,52,811,14,849,0,0,64,7.42,733,84.94,30,3.48,22,2.55
Богородская городская,УИК №1912,1395,1300,0,1010,38,252,38,1010,9,1039,0,0,36,3.44,951,90.74,7,0.67,45,4.29
Богородская городская,УИК №1913,585,600,0,370,75,155,75,370,14,431,0,0,28,6.29,387,86.97,6,1.35,10,2.25
Богородская городская,УИК №1914,1167,1200,0,851,26,323,26,851,17,860,0,0,62,07.07,745,84.95,19,2.17,34,3.88
Богородская городская,УИК №1916,1691,1700,0,1077,183,440,183,1077,23,1237,0,0,55,4.37,1096,86.98,40,3.17,46,3.65
Богородская городская,УИК №1917,1247,1200,0,853,52,295,52,853,11,894,0,0,51,5.64,779,86.08,29,3.2,35,3.87
Богородская городская,УИК №1918,685,700,0,428,81,191,81,428,4,505,0,0,34,6.68,420,82.51,27,5.3,24,4.72
Богородская городская,УИК №1919,1100,1000,0,664,99,237,99,664,17,746,0,0,41,5.37,658,86.24,12,1.57,35,4.59
Богородская городская,УИК №1920,710,700,0,454,78,168,78,454,7,525,0,0,8,1.5,487,91.54,7,1.32,23,4.32
Богородская городская,УИК №1922,1133,1200,0,733,135,332,135,733,4,864,0,0,60,6.91,739,85.14,12,1.38,53,6.11
Богородская городская,УИК №1923,922,900,0,565,36,299,36,565,0,601,0,0,1,0.17,508,84.53,1,0.17,91,15.14
Богородская городская,УИК №1924,357,400,0,229,39,132,39,229,18,250,0,0,17,6.34,207,77.24,13,4.85,13,4.85
Богородская городская,УИК №1925,383,400,0,256,42,102,42,256,0,298,0,0,21,07.05,255,85.57,6,02.01,16,5.37
Богородская городская,УИК №1926,1438,1500,0,1143,69,288,69,1143,23,1189,0,0,37,03.05,1117,92.16,20,1.65,15,1.24
Богородская городская,УИК №1927,1553,1600,0,923,238,439,238,923,10,1151,0,0,80,6.89,980,84.41,58,4.99,33,2.84
Богородская городская,УИК №1928,525,500,0,360,35,105,35,360,4,391,0,0,6,1.52,370,93.67,5,1.27,10,2.53
Богородская городская,УИК №1929,1326,1400,0,811,56,533,56,811,0,867,0,0,1,0.12,741,85.47,1,0.12,124,14.3
Богородская городская,УИК №1930,475,500,0,187,177,136,177,187,7,357,0,0,37,10.16,282,77.47,15,4.12,23,6.32
Богородская городская,УИК №1931,541,500,0,278,133,89,133,278,4,407,0,0,10,2.43,368,89.54,13,3.16,16,3.89
Богородская городская,УИК №1932,810,800,0,511,80,209,80,511,16,575,0,0,12,02.03,530,89.68,16,2.71,17,2.88
Богородская городская,УИК №1933,511,500,0,331,20,149,20,331,0,351,0,0,1,0.28,290,82.62,1,0.28,59,16.81
Богородская городская,УИК №1934,254,250,0,176,28,46,28,176,1,203,0,0,14,6.86,174,85.29,5,2.45,10,4.9
Богородская городская,УИК №1935,271,250,0,160,40,50,40,160,4,196,0,0,9,4.5,182,91,3,1.5,2,1
Богородская городская,УИК №1942,1057,1000,0,766,29,205,29,766,21,774,0,0,25,3.14,707,88.93,15,1.89,27,3.4
Богородская городская,УИК №1943,778,800,0,492,32,276,32,492,0,524,0,0,1,0.19,440,83.97,1,0.19,82,15.65
Богородская городская,УИК №1944,396,400,0,262,44,94,44,262,5,301,0,0,17,5.56,269,87.91,3,0.98,12,3.92
Богородская городская,УИК №1946,1174,1200,0,742,48,410,48,742,0,790,0,0,1,0.13,672,85.06,1,0.13,116,14.68
Богородская городская,УИК №3647,383,400,0,238,16,146,16,238,0,254,0,0,1,0.39,204,80.31,1,0.39,48,18.9
Богородская городская,УИК №3887,1224,1300,0,771,52,477,52,771,0,823,0,0,1,0.12,816,99.15,1,0.12,5,0.61
Богородская городская,УИК №3888,1283,1300,0,811,154,335,154,811,35,930,0,0,46,4.77,830,86.01,21,2.18,33,3.42
Богородская городская,УИК №3889,1617,1500,0,1118,17,365,17,1118,6,1129,0,0,87,7.67,960,84.58,27,2.38,55,4.85
Богородская городская,УИК №3890,1261,1300,0,924,21,355,21,924,0,945,0,0,65,6.88,822,86.98,19,02.01,39,4.13
Богородская городская,УИК №3891,1397,1400,0,859,56,485,56,859,0,915,0,0,1,0.11,777,84.92,1,0.11,136,14.86
Богородская городская,УИК №3892,882,1000,0,539,40,421,40,539,0,579,0,0,1,0.17,484,83.59,1,0.17,93,16.06
Богородская городская,УИК №3893,879,900,0,605,73,222,73,605,16,662,0,0,19,2.8,616,90.86,8,1.18,19,2.8
Богородская городская,УИК №3894,1305,1300,0,798,52,450,52,798,0,850,0,0,1,0.12,719,84.59,1,0.12,129,15.18
Богородская городская,УИК №3895,742,800,0,524,42,234,42,524,7,559,0,0,27,4.77,506,89.4,7,1.24,19,3.36
Богородская городская,УИК №3896,954,1000,0,697,12,291,12,697,6,703,0,0,45,6.35,604,85.19,25,3.53,29,04.09
Богородская городская,УИК №3897,1320,1300,0,872,118,310,118,872,5,985,0,0,51,5.15,852,86.06,46,4.65,36,3.64
Богородская городская,УИК №3898,1153,1200,0,741,135,324,135,741,4,872,0,0,58,6.62,753,85.96,21,2.4,40,4.57
Богородская городская,УИК №3899,1323,1300,0,895,98,307,98,895,5,988,0,0,66,6.65,852,85.8,23,2.32,47,4.73
Богородская городская,УИК №3900,1366,1300,0,1136,53,111,53,1136,7,1182,0,0,82,6.9,1003,84.36,39,3.28,58,4.88
Богородская городская,УИК №3901,1414,1400,0,889,56,455,56,889,0,945,0,0,1,0.11,823,87.09,1,0.11,120,12.7
Богородская городская,УИК №3902,584,600,0,413,23,164,23,413,6,430,0,0,28,6.42,370,84.86,6,1.38,26,5.96
Богородская городская,УИК №3903,821,800,0,554,53,193,53,554,16,591,0,0,23,3.79,542,89.29,5,0.82,21,3.46
Богородская городская,УИК №3904,1264,1300,0,850,101,349,101,850,23,928,0,0,61,6.41,787,82.75,40,4.21,40,4.21
Богородская городская,УИК №4224,626,900,0,626,0,274,0,626,3,623,0,0,32,5.11,542,86.58,21,3.35,28,4.47
Богородская городская,УИК №4225,118,200,0,118,0,82,0,118,1,117,0,0,8,6.78,102,86.44,2,1.69,5,4.24
